,text,sentiment,sentiment_label
1449,rapat koordinasi kelola blu pnupahlinyavokasi vokasikuat vokasiindonesia kampusvokasi mbkm blu pnup poltek pnupku maccaki maccakipnup politekniknegeriujungpandang kurikulummerdeka merdekabelajar pembelajaranberkualitasbagisemua sahabatvokasi,2,Positif
1450,sosialisasi program flagship mbkm universitas gunadarma rabu mei selesai luring auditorium kampus f gedung lantai universitas gunadarma daring zoom cloud meeting registrasi,2,Positif
1451,mahasiswa iup fapet ugm ikut magang mbkm miyazaki university jepang mahasiswa international undergraduate program iup program studi si ilmu industri terna fakultas terna fapet ugm angkat ikut program mbkm,5,Positif
1452,sumpah anak mbkm tempat bikin lapor teliti pakai chatgpt tolak sub sub sinkron bikin surat undur pakai chatgpt,-4,Negatif
1453,alir mana perintah ngurangin subsidi ptn dana nya dialirin program kayak mbkm bantu ptn jawa ptn jawa adem ayem demo,1,Positif
1454,mbkm main hadiah minerva enak ya,15,Positif
1455,pan gold project dukung program mbkm kkn lingkar tambang ung,1,Positif
1456,hmm minggu update itu update disalurin kuikui rilis resmi via ig mbkmig igip sender igip unprofessional sosialisasi kemanamana biar rumorrumor sebar buka cont,7,Positif
1457,stageof sleman mahasiswa mbkm ugm uns unsoed laksana bgts bmkg goes school tpatk islam alhikmah godean siswa guru ikut sosialisasi gempabumi tsunami kemas bentuk fun game simulasi gempa,20,Positif
1458,anjg panik buka akun daftar mbkm,-5,Negatif
1459,ya anjeng bahas mbkm enih gue pusinh,1,Positif
1460,bayangno dino iki sial banget erti kkn bayar dikei jatah sminggu tok pengin melu mbkm jebul syarate riweuh tiktok ban,2,Positif
1461,mbkmeffect nyata duka,8,Positif
1462,sbnernya ngebut ya sempro smester ambil mbkm,-1,Negatif
1463,ikut hibah mbkm uns pilih asistensi ajar studi independen cari tau matkul konversi prodimu biar entar riweuh,-2,Negatif
1464,stres mbkm stres pikir kucing kondisi drop takut banget tinggal,-7,Negatif
1465,ukt mahal kak urus rakyat sibuk mbkm,5,Positif
1466,giat mbkm gue,0,Netral
1467,daftar mbkm tinggal minggu bimbangg ottokee,2,Positif
1468,ws mbuka binder nyicil gae gae tugas moro chatan amb rifki areke daftar msib adoh bareng chatan amb feby msib adoh pis bareng chatan amb arek arwk mbahas mbkm,6,Positif
1469,kayak beli kopi mahal dihabisin tinggal mbkm manfaat guys bintang minum air putih gue minum darah,0,Netral
1470,organisasi mbkm gas bangku kuliah ikui,0,Netral
1471,kaya magang mbkm,2,Positif
1472,kuliah onlen offline semester tinggal mbkm beres mbkm sambung kkn tau tau skripsi,-9,Negatif
1473,woilah mbkm riset konversi sks,0,Netral
1474,abdi din web mbkm usu tuh teliti,0,Netral
1475,minggu minggu krmn sih anjg sosialisasi mbkm pkm nya rabu kamis,-5,Negatif
1476,bang daftar web mbkm kah,1,Positif
1477,kuliah online semester mbkm semester tibatiba skripsi,1,Positif
1478,mbkm kalo cari magang mana ya kak,1,Positif
1479,semdiri uang mbkm semester pas banget hp mati total,8,Positif
1480,iya nguji project mbkm kerja brin mentor kalo kerja gratis,8,Positif
1481,mbkm ribet banget,-3,Negatif
1482,kalo rejekinya terima diobrolin spv teman teman surabaya ku mbkm lurkot bina sesuai,5,Positif
1483,pengin bangkit marah dpa ya fakultas mbkm friendly,1,Positif
1484,kak max kali program mbkm,0,Netral
1485,tolong besok bikin lapor mbkm,5,Positif
1486,mbkm yuk nder,4,Positif
1487,ya allah sender kuat mbkm um bulan kelar kayak,10,Positif
1488,selamat main peran keluarga terima kasih dedikasi cinta korban bentuk keluarga harmoni ikhlas majlis buku bangsa malaysia jelang pbakl malaysiamembaca,29,Positif
1489,kalo mbkm ambil msib kampus ajar nyambi part time as barista casual worker sanggup ya pengin sukses usia muda,3,Positif
1490,mbkm nyantai pokok enakk,3,Positif
1491,gue nyambat mbkm mulu kocak mutual gue muak,-5,Negatif
1492,i mean thats a good movement take an internship nder gue saran priper mbkmmsibiismadll sumpah semester mnyesal daftar kalo dosen projekan,11,Positif
1493,teman gue denial ut gengsi nya gue giat ukmorganisasi ut magang giat ut ut program mbkm kemdikbud banget dukung ut ngurusnya ribet,5,Positif
1494,mjb kak nanyaa msib buka pendftaran ya lowong ya web mbkm nya,11,Positif
1495,fix banget entar jalan sem mbkm mikir fixnya,3,Positif
1496,magang pas deh apt sih magang si kampus ku kolot terapin mbkm,-2,Negatif
1497,habis nitip foto mbkm ya,10,Positif
1498,semt lineaer seleksi magang prodi aka mbkm mandiri,-3,Negatif
1499,daftar mbkm moga terima ya,8,Positif
1500,mbkm md anggota dana kak anggota wajib bikin proker anggota proker utama,-7,Negatif
1501,banget kemarin gue ketemu wonpil prodi urus konversi nilai mbkm,7,Positif
1502,semester magang design grafis linier jurus ilkom semester magang externalhumas semester magang usaha sambung sih gara mbkm magang dapetnya dosen ig tiktok,-6,Negatif
1503,smt era jaya ganjelan pintu ribut ambil mbkm,3,Positif
1504,program mbkm tawar sempat tarik jajah dunia kuliah asah soft skills uji hard skills alam langsung kerja mitra magang,2,Positif
1505,hadir bawa kabar program magang merdeka ajar kampus merdeka mbkm peluang kembang karier ikm fh ui,9,Positif
1506,aju magang mbkm halo ikm fh ul,-2,Negatif
1507,senja asa ormawa panitia signifikansi relevansi mahasiswa himpitan mbkm,10,Positif
1508,matkul gue mbkm,0,Netral
1509,unej toefl kalo les kah sender semester lihat salah progam mbkm syarat nya toefl dll iisma les b inggris erti,1,Positif
1510,fisika lumayan matematika basic kalkulus oke cuman ya indepth kalo main ranahranah rajinrajin cari mbkm,6,Positif
1511,ngebimbing pas stupen ya dosen bimbing mbkm dasar usaha terima bingung isi logbook keluh kesah stupen,17,Positif
1512,guna program jalan usaha sistem kurikulum sendiri kurikulum bagus detail pilih usaha web mbkm,-2,Negatif
1513,hmm thanksjadi review ok stupen studi independen mbkm pikir ambil semester sulit konversi matakuliah konversi sks untung ikut stupen,4,Positif
1514,buset momen teman mbkm pas smt kemarin urg bandung sd teman temenku sdsma bal,3,Positif
1515,penandatanganan pks program praktisi ajar angkat rektor unmuha h aslam nur praktisimengajar mbkm unmuhaterbaik unmuhabaiksekali,4,Positif
1516,pengin banget deh iisma mbkm lomba dll sesal pas kuliah budak organisasi nongkrong hilang hiling ah alah,12,Positif
1517,gais iisma e gas ikut mahasiswa program mbkm kali butuh cerah,-12,Negatif
1518,mbkm nyrimpeti hidup anjg,-3,Negatif
1519,madt mbkm program studi independen review tia,4,Positif
1520,asa program deh nomor program mbkm msib kemendikbud nomor iisma pmm program anies ubah seola olah program,3,Positif
1521,prodi sih larang mahasiswa sem kampus merdeka kalo eligible pkm nder kecuali matkul ngulang lolos pkm ikut mbkm msib amp pkm offline dua lelah,-5,Negatif
1522,yujiem tips and tricks nya cv sertif dokumen dukung isiny mbkm magang lolos batch plistt jawabb,4,Positif
1523,semester kos iku mbkm kos,0,Netral
1524,guys saran games booth iism kali jaga booth event one day with mbkm kampus ku pikir spin wheel putar isma,6,Positif
1525,dospemnya gue minggu kampus minggu kali minggu nemu rapat giat mbkm minggu suruh titip berkas gue foll up berkas ketemu gue ketemu minggu tiga pas puasa bimbing pulang cepat,6,Positif
1526,mahasiswa serba salah progresif tunggang diam anggap apatis konflik adu domba mahasiswa vs orang kuliah masalah kurikulum kampus merdeka mbkm plus biaya kuliah mahal,-8,Negatif
1527,kaya mbkm salah ajar harga gue kuliah deh bekas banget,1,Positif
1528,jumat april malas lihat tanggal dibolehin mbkm balikpapan tt,-5,Negatif
1529,masuk ptn via snmptn kuliah organisasi panitia dana projek beasiswa magang sesuai jurus kali mbkm magang sesuai jurus kali etc lulus kuliah wisudawan baik seprodi periode wisuda jobseeker,23,Positif
1530,pengin coba join msib kapok program mbkm,0,Netral
1531,besok antar proposal fakyu serta tm konsumsi zoom mbkm jam set latih rutin goblokk ajar memories jam,6,Positif
1532,jaman spill saldo uang saku kampus merdekaiisma kah adek adek buzzer mbkm norak banget,3,Positif
1533,kalo mbkm ya stres gue kjh,0,Netral
1534,setw gue kkn wajib nder rekognisi mbkm kec program kampus merdeka kayak abdi masyarakat dsb,0,Netral
1535,fomo mbkm,0,Netral
1536,cocok tugas video pkkmb woy video ngambis program mbkm hahaha,3,Positif
1537,program mbkm bagus implementasi lapang mudah terkadang matkul inti prodi ganti giat mbkm ahli inti mhs prodi inti pr lapang,14,Positif
1538,b administrasi tambah dosen bimbing giat mbkm tambah beban administrasi dosen sih giat mbkm insentif tambah dosen shg beban kerja tambah thp pov mbkm kampus ya cont,14,Positif
1539,kampus program mbkm mana mhs semester ikut mbkm problem lapang a konversi mbkm matkul msg prodi kendala mbkm generalis matkul prodi spesialis cont,0,Netral
1540,pov dosen laksana program mbkm merdeka ajar kampus merdeka kampus ya program mbkm bagus kurikulum fleksibel sesuai tuntut zaman dosen bantu mbkm applied mata kuliah relevan dunia kerja cont,12,Positif
1541,temu implementasi didik ki hajar kurmer jurnalartikel hubung tulis seakanakan paksa validitas nihil mbkm fokusny hegemoni kapital kerja murah,-9,Negatif
1542,tau pusing banget mikirinnya mood kapai lu taugasi kasi opsi gua pilih opsi sih mbkm sks entar july kkn smt gua kuliah asli mood gua hilang banget gara-gara kaprodi rese gua mood kapai pokok selesai daftar,-10,Negatif
1543,besok wiskar kelas kepri hepi ajar behavior n bu emil kalo ajar super big love rapat mbkm stuban,8,Positif
1544,tim bedak mbkm,-4,Negatif
1545,gue angkat covid sok semester online semester mbkm as a mahasiswa fase skripsi era gue kak kampus nemu dosen ajar gue muka badann sesuai ekspetasi gue,5,Positif
1546,ambil iisma mbkm konversi sks malas nelat wisokto wispril baju doang rek,-6,Negatif
1547,kak mbkm nya magang msib ya kalo msib tau mitra izinin magang msib kuliah offline,3,Positif
1548,kkn mbkm,0,Netral
1549,mbkm smt ambil sks bjirr plis sks padetin senin selasa biar gue pulang rabuminggu,-4,Negatif
1550,ngeiyain jalan putus singkat cerita pacar pas sem jurus ngewajibin mbkm daftar usaha alhamdulillah terima kosan beda kamar ya ges,18,Positif
1551,wifi tahi nugasngerjain postingan mbkm lot oke iya gue numpang wifi,-8,Negatif
1552,mbkm project list sertifikasi,0,Netral
1553,konsultasi departemen kurikulum mbkm dibolehin semester,3,Positif
1554,sih trend screenshot saldo mbanking hasil program mbkm norak cok tuju program mbkm ningkatin experience ilmu,12,Positif
1555,ber habis ketemu iya ana mbkm ultah traktir makan ya simple makan bakso gua remove diomongin sih,12,Positif
1556,ganti usaha tonton konser treasure orang nct lolos program mbkm publikasi novel terbit bikin usaha bismillahirrahmanirrahim allahuma shali ala syaidina muhammad,1,Positif
1557,kak lihat linknya rekening mbkm direset,3,Positif
1558,kalo skripsi orank takdir skripsi kecuali publish jurnal scopusmenang lomba bebas skripsi mbkm hm chancenya lolos,-8,Negatif
1559,maba ambis skripsi outputnya adjustable kalo rencana mesti ubah maba ambis program mbkm esp eezma however,-1,Negatif
1560,makasihh luv kalo lu sibuk mbar pkl kkn mbkm,4,Positif
1561,sadar gue selesai mbkm ekspektasi nyokap motong uang jajan gue gue cari uang mbkm kerja gue seret bentrok jadwal kuliah bimbing skripsi,2,Positif
1562,beliau gue mbkm uang saku lumayan ekspektasi nyokap hasil gue nyokap gue nalangin digantiin gue mbkm rantau butuh nyokap,-1,Negatif
1563,aduh mbkm mana ya cari rsh modern jakarta tuh mana sih,5,Positif
1564,um daftar mbkm tuh pakai bank mandiri bsi sender rencana pakai mandiri saran pakai mandiri tia,-4,Negatif
1565,mbkm iku potensi hasil lulus daerah bayang tingkat iku konversi minimal sks giat sesuai cpmksubcpmk mbkm pmm iisma,14,Positif
1566,telkom indonesia buka rekrutmen jalur talent scout pnupahlinyavokasi vokasikuat vokasiindonesia kampusvokasi mbkm pnup poltek pnupku maccaki maccakipnup politekniknegeriujungpandang kurikulummerdeka merdekabelajar sahabatvokasi telkom infoloker,-1,Negatif
1567,kangen duit gaji mbkm ku wkwkwkkw,3,Positif
1568,daftar mbkm alurny deh,1,Positif
1569,struktur mbkm dominan affecting proyeksi karir mahasiswa,9,Positif
1570,sayang msib salah program mbkm,-1,Negatif
1571,bekal mahasiswa kkn tematik mbkm universitas malikussaleh mahasiswa peduli stunting kota lhokseumawe aceh utara,7,Positif
1572,revisi judul daftar mbkm hehe,3,Positif
1573,wkwkwk gue sengaja mbkm biar kkn nder,2,Positif
1574,sih bodoh tau logbook mbkm unnes isi,-7,Negatif
1575,weh giat urus siap mbkm,1,Positif
1576,ged pintu loket mahasiswa urus dokumen mbkm transkrip nilai dll,5,Positif
1577,mahasiswa program studi agribisnis fakultas tani universitas udayana laku riset mbkm fakultas tani terna umm,4,Positif
1578,info kkn mbkm unri cowok cewek fmipa matematika kimia fisika,-3,Negatif
1579,wkwkwkwkwk mbkm,0,Netral
1580,kkn konversi mbkm fakultas manaa,0,Netral
1581,program mbkm sih upgrading isi giat sosialisasi sharing program merdeka ajar kampus merdeka mbkm informasi tips trick sempat terjun langsung bidang,16,Positif
1582,gais info nih upgrading penasaran kakakkakak sosio program mbkm simak kisah ya,1,Positif
1583,program merdeka ajar kampus merdeka mbkm adaptasi satu didik menteri laut ikan kkp hasil teknologi terap ikan simak berita lengkap klik link dibio panennews,15,Positif
1584,kepala pundak mbkm mbkm wkwkw gue nafas ya,4,Positif
1585,kalo gampang mah gue mbkm kocaakk tunggu semester bjir,5,Positif
1586,prestasi masmbaknya bilang program mbkm kemendikbud sulit konversi program kurikulum itb butuh administrasi qs wur mahasiswa minim kontribusi qs wur,-8,Negatif
1587,nder sorry teman teman ambil mbkm gmnaa ya,-5,Negatif
1588,loh kiro wes deact account jek aktif butuh mentoring cv dit kanggo mbkm menowo awkmu fill free koreksi cv ku dit,0,Netral
1589,monitoring evaluasi giat ajar kampus merdeka mbkm atrbpnmajudanmodern melayaniprofesionalterpercaya bpnsultrahebat,1,Positif
1590,me when meni usia kayak deh me when h month up semester mbkm ya skripsi kayak selesai usia deh daftar ppg deng dasar anak sd,2,Positif
1591,mbkm program bijak menteri didik budaya riset teknologi mendikbud ristek nadiem makarim,6,Positif
1592,kjian teori kelompok presentasi ddi kudu wes nyicil mbkm sih duane sono tugass biasane,-8,Negatif
1593,tabung sponsor by mbkm wkwk canda beli pakai duid magang kemarin,4,Positif
1594,kupukupu mbkm,0,Netral
1595,masuk hmd sepakat mskipun smuanya dilakuin sih cuti kuliah ready acara ghosting periode usahain ambil mbkmmagang sanggup mending bilang kasihan partner entar kerja,11,Positif
1596,mbkm riset prodi kak smstr konversi smstr,0,Netral
1597,konversi nilai mbkm kkn,5,Positif
1598,beli hasil magang mbkm hehe,5,Positif
1599,emamg topik bahas konversi mbkm kkn konversi nilai kkn,7,Positif
1600,takdir allah unpredictable ya pas kkn ogah banget ikut urus mbkm menang malam konsultasi dosen diketemuin mbak salon banget asih support salon,21,Positif
1601,dibatesin prodi set standar mbkm mahasiswa ipk atas mahasiswa tangan asih nilai atas chance of being straight a persen mahasiswa kecuali mahasiswa dosen pintar lahir,4,Positif
1602,especially dosen cewek pendek kayak ya ampun never failed not disappointing ajar baca ppt omong nyindirnyindir ajar sesuai mood ambek ngehukum mahasiswa dosen satuny larang dibolehin kp urus urus mbkm,6,Positif
1603,minggu gabut cuman rebah lapor giat mbkm numpuk cicil mager banget cokk ngebuka laptop ngerjainnya,-7,Negatif
1604,takut besok presentasi mbkm,-2,Negatif
1605,unpaddaruratmembaca alias konversi mbkm woy malumaluin lu mahasiswa,0,Netral
1606,mbkm konversi kkn,0,Netral
1607,sinergitas amp kolaborasi selenggara mbkm sempat tarunataruni prodi mekanisasi ikan ajar langsung workshop amp bengkel konstruksi milik lrmphp ruang instruktur latih mini project,8,Positif
1608,sobatbahari kah taruna prodi mekanisasi ikan ikut program merdeka ajar kampus merdeka mbkm kkpbeyond sdmkp sdmunggul ekonomibiru pendidikankp,-2,Negatif
1609,pad mbkm kkn kah,0,Netral
1610,wih anak mbkm nih,-3,Negatif
1611,ih real kampus kkn masuk konversi mbkm konversi mbkm duit kkn kgk cair pilih mbkm,-7,Negatif
1612,iisma sih daftar iisma bareng daftar msib amit pas semester lolos msib nya ambil sender takut mbkm sem takut nya hitung mbkm kali tau sender iisma larang kali mbkm,-9,Negatif
1613,yaallah moga setidakny masuk mbkm lolos msib,-6,Negatif
1614,mbkm pio,0,Netral
1615,ambil reguler mbkm mmpus ya,-1,Negatif
1616,putra karakter ya cowok pimpin banget kelas tua banding suka arah pokok tuh aktif nabil wakil ketua kelas ketua mbkm heran ya,15,Positif
1617,obrol anak mbkm benci banget pacar i had play along since i need talents kerja ha ha ha yes omg what is that ngabarin hhaha malas sih ribet pacar hahhaa dalem hati im just a lover chat mana woi detik bf,6,Positif
1618,giat mbkm kampus mas,0,Netral
1619,jendela advo open recruitment mbkm riset brin halo sahabat psikologi sahabat psikologi alam teliti profesional kredibel konversi sks daftar diri mbkm riset brin taut,13,Positif
1620,adegan dewasa bikin kelompok magang mbkm,-7,Negatif
1621,tau nih dasar sosialisasi msib mitra mitra publikasi lowong kala website mbkm tanggal mei tentatif cepat lambat,2,Positif
1622,list order mei proposal riset mbkm jurus hukum halaman jurus manajemen halaman referensi mendeley sumber referensi skripsi sumber analisis scmr komunikasi halaman portofolio self branding slide,11,Positif
1623,indonesia banyak aji mumpung kkn ttuh minat pilih mbkm konversi eh dosen fakultas ubah bikin sulit konversi biar ikut kkn,9,Positif
1624,regardless daftar pengaruh proporsi lolos siap mbkm bagus siap pkm ngaruh kualitas daftar ningkatin peluang lolos,5,Positif
1625,latepost kunjung tim pt pln wilayah sulselbar pnupahlinyavokasi vokasikuat vokasiindonesia kampusvokasi mbkm pnup poltek pnupku maccaki maccakipnup politekniknegeriujungpandang kurikulummerdeka merdekabelajar pembelajaranberkualitasbagisemua sahabatvokasi pln,-1,Negatif
1626,program mbkm tarunai politeknik kp interaksi dinamis tenaga ajar cipta tukar ilmu amp ahli dalam amp makna sivitas akademika guru kalang profesional dunia kerja,26,Positif
1627,nergitas amp kolaborasi selenggara mbkm sempat tarunataruni prodi mekanisasi ikan ajar langsung workshop amp bengkel konstruksi milik lrmphp ruang instruktur latih mini project,8,Positif
1628,sobatbahari taruna prodi mekanisasi ikan ikut program merdeka ajar kampus merdeka mbkm kkpbeyond sdmkp sdmunggul ekonomibiru pendidikankp,-2,Negatif
1629,anjur urus pentas dunia buku anjur majlis buku bangsa malaysia mbkm pelbagai agens satu industri buku urus satu booktube malaysia booktubemy,3,Positif
1630,latepost audit kerja kelola blu satker dirjen didik vokasi pnupahlinyavokasi vokasikuat vokasiindonesia kampusvokasi mbkm pnup poltek pnupku maccaki maccakipnup politekniknegeriujungpandang kurikulummerdeka merdekabelajar sahabatvokasi,5,Positif
1631,sinergitas ampkolaborasi selenggara mbkm sempat tarunataruni prodi mekanisasi ikan ajar langsung workshop amp bengkel konstruksi milik lrmphp ruang instruktur latih mini project,8,Positif
1632,langsung web nya mbkm nder ajuin langsung akun universitas nyetujuin,6,Positif
1633,mbkm bekal mahasiswa kompetensi butuh dunia usaha industri,3,Positif
1634,mbkm buka tuh kak mitra jogja,5,Positif
1635,nyokap bokap langsung cengo pas dengar gue mbkm provinsi awokwokwokwok larang perintah,5,Positif
1636,tinggal tunggu desa tempat alur daftar link jelas sosialisasi kkn sains mbkm stay tuned ya sekian terimakasih,9,Positif
1637,konversi mata kuliah pilih kembali prodi masingmasing mata kuliah konversi laksana kkn sains mbkm semester pendek juli dpl nya tentu fakultas daerah tentu,-6,Negatif
1638,prioritas penuh kuota kkn sains mbkm penuh alokasi kkn reguler integrasi untung ambil kkn sains mbkm mahasiswa konversi sks sksnya konversi mata kuliah wajib kkn sks mata kuliah pilih,-1,Negatif
1639,pokja lppm fmipa audiensi tuju kkn sains mbkm dukung iku indeks kerja utama fmipa kuota ikut kkn sains mbkm mahasiswa desa dekan fmipa,10,Positif
1640,kaprodi si fisika kkn sains mbkm mahasiswa fmipa informasi kabar grup whatsapp surat resmi keluar fakultas fmipa audiensi kait masalah kkn sains mbkm fmipa kaprodi si fisika,2,Positif
1641,bijak um kampus tutup jam malam benar laku kah pulang jam jam subuh sender smt mbkm malang tau kondisi kampus,-7,Negatif
1642,julid ku puncak pas baca grup mbkm,-1,Negatif
1643,kakak um info mbkm kayak syarat dkk,-6,Negatif
1644,proyek jadi mbkm,1,Positif
1645,keren final pnup lolos mtq politeknik nasional pnupahlinyavokasi vokasikuat vokasiindonesia kampusvokasi mbkm pnup poltek pnupku maccaki maccakipnup politekniknegeriujungpandang kurikulummerdeka pembelajaranberkualitasbagisemua sahabatvokasi,-1,Negatif
1646,konsorsium baterai listrik nasional pnupahlinyavokasi vokasikuat vokasiindonesia kampusvokasi mbkm pnup poltek pnupku maccaki maccakipnup politekniknegeriujungpandang kurikulummerdeka merdekabelajar pembelajaranberkualitasbagisemua sahabatvokasi,-3,Negatif
1647,hilang sempat konversi mbkm sks,3,Positif
1648,kak pengaruh kakak hebat banget mbkm berani giat apa takut keluar uang ekwkw bingung kkn kalo butuh hari nya,-6,Negatif
1649,mbkm ku,0,Netral
1650,gais moga uts lancar ya materi online mbkm,9,Positif
1651,mbkm biaya hidup,2,Positif
1652,hahaha banget semester turun telat teman ambil mbkm bilang biaya hidup kip gara mbkm pasrah banget alhamdulillah telat,-6,Negatif
1653,tingkat serta mbkm ut selenggara expo luncur portal,6,Positif
1654,jahat banget sih program kayak mbkm jamin dekat umr juta kalo kipk juta wkwk ambil intern jakarta,-11,Negatif
1655,anjir duit mbkm gue aju anjir cair duit gue,-2,Negatif
1656,perintah program mbkmkampus merdeka,0,Netral
1657,universitas buka luncur mbkm expo cetak generasi unggul amp kompetitif universitasterbuka,0,Netral
1658,ut target ribu mahasiswa program unggul mbkm,0,Netral
1659,gerah capek meet mbkm praktikum,-1,Negatif
1660,kalo mbkm deh mitra kampus,2,Positif
1661,tau program mbkm thailand mah gue nabung moga deh program,-3,Negatif
1662,kelas pilih mbkm mas budaya taiwan amp globalisasi masuk si asia timur si ambil hihi,-13,Negatif
1663,gue magang masuk mbkm mandiri bayar sih kampus kalo magang menuhin matkul ya bayar,0,Netral
1664,pengin ikut mbkm,-3,Negatif
1665,teman adpendku teliti bijak mbkm bijak didik mending teliti akwowkwowko kipk resah gara-gara orang ub kipk pangkas tengah,3,Positif
1666,nurfatah luhkan sleman fasilitas pasar hasil olah ikan bazaar produk umkm bp pakem sleman giat bantu mahasiswa poltek aup mbkm giatluhkansatminkalbogor luhlapor,11,Positif
1667,puluh mahasiswa unair mbkm ajar konvergensi media suara surabaya,3,Positif
1668,seenggakny kalo tri didik ti program ganti ya allah ken mbkm minimal msib,15,Positif
1669,mbkm konversi sks,0,Netral
1670,i barely go out kalo kp mbkm kuliah menang,5,Positif
1671,mbkm riset sih sih,0,Netral
1672,mbkm registrasi biar konversi sks,1,Positif
1673,syarat mbkm ut mahasiswa aktif cuti ipk registrasi minimal syarat ut program mbkm batas minimal nonrpl sipas smt pas laksana mbkm nonsipas tempuh sks komitmen,-1,Negatif
1674,um ngisi logbook hari mbkm teliti mana ya rek,4,Positif
1675,lahk mana gua kemarin terima mbkm gua tolak,-8,Negatif
1676,habis ecek kalender akademik kuliah septemberdesember giat mbkm oktober free aa,7,Positif
1677,deh mending obrolin milik kosku kamar oper semester hun kkn amp mbkm pokok tau semester beda kamar,0,Netral
1678,mbkm asean lilac kuratul ain marfaizon typhani elfina masri angkat kbri singapura unand hukum,1,Positif
1679,mbkm asean zahra priska khairunnisa angkat kbri hanoi vietnam unand hukum,6,Positif
1680,magang mbkm ikut standar mbkm,-5,Negatif
1681,laksana giat rutin apel pagi senin april jajar asn ppnpn kantor tanah kota denpasar taruna program magang mbkm stpn pimpin kepala seksi ada tanah kembang bina apel,5,Positif
1682,mbkm teross kuliah mahalmahal eh diauruh mbkm teross,1,Positif
1683,kangen sibuk riwa riwi kampus ehehe kalo pikir smt hybrid smt mbkm kampus smt full offline amp smt sisa amp sempro smt full skripsi,4,Positif
1684,sukses pekan ilmiah mahasiswa politeknik pimpol pnupahlinyavokasi vokasikuat vokasiindonesia kampusvokasi mbkm pnup poltek maccaki maccakipnup politekniknegeriujungpandang kurikulummerdeka merdekabelajar sahabatvokasi pimpol pimpol,3,Positif
1685,kau mbkm,0,Netral
1686,kak mbkm dicantumin kah,0,Netral
1687,agenda besok kuliah daftar seminar meet dpl ngeasprak meet mbkm,2,Positif
1688,hasil mbkm uang jajan ngepas banget eh iya deng orang mah pikir bayar ukt ya uang jajan aman sindir oknum guys,8,Positif
1689,um semester sender mbkm teliti rencana ambil semester lanjut skripsi daftar semester prosedur khusus ya mbkm teliti semester,0,Netral
1690,eh kangen teman mbkm banget doongg,4,Positif
1691,beli laptop tahan ngehedon pakai uang sisa salam smt upah join tim lomba uang saku program mbkm hasil ngefreelance duit bmku simpan pakai bantu orang rumah makan,4,Positif
1692,lebi mbkm sks,0,Netral
1693,smpsma olim fisika amp oskosp bumi got my ass majoring geophysics kuliah praktikum lapang lapang asik sih karir jangka nope kuliah praktikum seimsologi amp komputasi geofisika ngoding kayak asik kuliah mbkmgoogle bangkit,16,Positif
1694,kos ramah bersih kosan inisiatif ganti fasilitas kosan ngejamin aman kos ngeburuin anak kosan panjang ngamanin kamar anak kos mbkm niat kos salah ajaib gunpat indah permai,1,Positif
1695,silaturahmi pt trakindo pnup pnupahlinyavokasi vokasikuat vokasiindonesia kampusvokasi mbkm pnup poltek maccaki maccakipnup politekniknegeriujungpandang kurikulummerdeka merdekabelajar sahabatvokasi trakindo kemitraanberkualitas industrialatberat,0,Netral
1696,kerja didik abdi masyarakat mbkm world university ranking,5,Positif
1697,mbkm teliti selesai selesai skripsi semester konversi matkul ambil mbkm teliti cmiiw,-1,Negatif
1698,tau gue max semater ya gantung prodi sih asih izin semster tua mbkm,-8,Negatif
1699,halo kak ume kak kalo gapapa sih hehe semester program mbkm tim nyusun proker halo haloo terima kasih ya think highly of me hmm mungk tellonym,9,Positif
1700,iya banget kak mbkm selamat finansial mau,11,Positif
1701,bong sih kesini takut pas mbkm kudu ottoke,4,Positif
1702,relate dikit msib mbkm itu batas konversi,-9,Negatif
1703,um fe kalo isi jurnal hari merdeka ajar siakad mbkm riset isi tambah mbkm hapus ya,9,Positif
1704,halo warga uny konversi kkn program mbkm magang kampus merdekayang tia,1,Positif
1705,nemu fyp tuju banget sih tips lolos msib cantik media sosial semangat juang msib mbkm magang kampus merdeka batch daftar nya buka ya,23,Positif
1706,ahahahaha mbkm smt kemarin kampus smt uang jajan deh semester untung kerja,5,Positif
1707,ngambil data skripsi ngambil data pkm mbkm urus kkn,-6,Negatif
1708,ih bjr kkn mbkm guna banget,2,Positif
1709,gua habis paksa join kkn mbkm kaprodi lu tawar msib gua lari mana,-12,Negatif
1710,gasken mbkm,0,Netral
1711,sedulurkpubanyumas temanpemilih kpu kabupaten banyumas selenggara kelas milu ikut mahasiswa magang mbkm kpu kabupaten banyumas materi milu sarana integrasi bangsa jumat,2,Positif
1712,solusi banyak terima fapsi hapus mbkm hapus salah panitia kaya,3,Positif
1713,berita enak jelek banget optimis ide mikir banget ambil mbkm mana percaya baik no need being sok upset for this,2,Positif
1714,ide program mbkm,0,Netral
1715,congratss saniaa kalo salah magang mbkm skilvul sih,-4,Negatif
1716,wkwkwkwk usaha program mbkm wang,1,Positif
1717,sih mbkm wkwkwkw gue laku didik tau,-1,Negatif
1718,kemendikbud sih mbkm kalo ngaduin mentor siapabeneran kuat,2,Positif
1719,program keren mbkm bangkit ayo gabung ut kuliah kampusnegeri fleksibel kuliah jamin kualitas murah biaya daftar ut universitasterbuka,6,Positif
1720,sahabat ut siap portofolio karier digital bangkit batch daftar bangkit universitasterbuka kuliahonline kampusnegeri kuliahsambilkerja ut kualitasdunia bangkit batch msib mbkm,14,Positif
